cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0001051470,CCI,Real Estate,Telecom Tower REITs,2024-02-23,2024,0001051470-24-000062,cci-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147024000062\cci-20231231.htm
0001051470,CCI,Real Estate,Telecom Tower REITs,2023-02-24,2023,0001051470-23-000041,cci-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147023000041\cci-20221231.htm
0001051470,CCI,Real Estate,Telecom Tower REITs,2022-02-22,2022,0001051470-22-000019,cci-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147022000019\cci-20211231.htm
0001051470,CCI,Real Estate,Telecom Tower REITs,2021-02-22,2021,0001051470-21-000031,cci-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147021000031\cci-20201231.htm
0000277948,CSX,Industrials,Rail Transportation,2026-02-12,2026,0000277948-26-000006,csx-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794826000006\csx-20251231.htm
0000277948,CSX,Industrials,Rail Transportation,2025-02-27,2025,0000277948-25-000008,csx-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794825000008\csx-20241231.htm
0000277948,CSX,Industrials,Rail Transportation,2024-02-14,2024,0000277948-24-000010,csx-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794824000010\csx-20231231.htm
0000277948,CSX,Industrials,Rail Transportation,2023-02-15,2023,0000277948-23-000006,csx-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794823000006\csx-20221231.htm
0000277948,CSX,Industrials,Rail Transportation,2022-02-16,2022,0000277948-22-000009,csx-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794822000009\csx-20211231.htm
0000277948,CSX,Industrials,Rail Transportation,2021-02-10,2021,0000277948-21-000014,csx-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000277948\000027794821000014\csx-20201231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-02-10,2026,0000026172-26-000009,cmi-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617226000009\cmi-20251231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-02-11,2025,0000026172-25-000007,cmi-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617225000007\cmi-20241231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2024-02-12,2024,0000026172-24-000012,cmi-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617224000012\cmi-20231231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2023-02-14,2023,0000026172-23-000005,cmi-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617223000005\cmi-20221231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2022-02-08,2022,0000026172-22-000008,cmi-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617222000008\cmi-20211231.htm
0000026172,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2021-02-10,2021,0000026172-21-000012,cmi-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000026172\000002617221000012\cmi-20201231.htm
0000064803,CVS,Health Care,Health Care Services,2026-02-10,2026,0000064803-26-000010,cvs-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480326000010\cvs-20251231.htm
0000064803,CVS,Health Care,Health Care Services,2025-02-12,2025,0000064803-25-000007,cvs-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480325000007\cvs-20241231.htm
0000064803,CVS,Health Care,Health Care Services,2024-02-07,2024,0000064803-24-000007,cvs-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480324000007\cvs-20231231.htm
0000064803,CVS,Health Care,Health Care Services,2023-02-08,2023,0000064803-23-000009,cvs-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480323000009\cvs-20221231.htm
0000064803,CVS,Health Care,Health Care Services,2022-02-09,2022,0000064803-22-000008,cvs-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480322000008\cvs-20211231.htm
0000064803,CVS,Health Care,Health Care Services,2021-02-16,2021,0000064803-21-000011,cvs-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000064803\000006480321000011\cvs-20201231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2026-02-24,2026,0000313616-26-000062,dhr-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361626000062\dhr-20251231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2025-02-20,2025,0000313616-25-000043,dhr-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361625000043\dhr-20241231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2024-02-21,2024,0000313616-24-000052,dhr-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361624000052\dhr-20231231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2023-02-22,2023,0000313616-23-000087,dhr-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361623000087\dhr-20221231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2022-02-23,2022,0000313616-22-000061,dhr-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361622000061\dhr-20211231.htm
0000313616,DHR,Health Care,Life Sciences Tools & Services,2021-02-25,2021,0000313616-21-000045,dhr-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313616\000031361621000045\dhr-20201231.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2025-07-18,2025,0000940944-25-000038,dri-20250525.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094425000038\dri-20250525.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2024-07-19,2024,0000940944-24-000035,dri-20240526.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094424000035\dri-20240526.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2023-07-21,2023,0000940944-23-000037,dri-20230528.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094423000037\dri-20230528.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2022-07-22,2022,0000940944-22-000042,dri-20220529.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094422000042\dri-20220529.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2021-07-23,2021,0000940944-21-000041,dri-20210530.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094421000041\dri-20210530.htm
0000940944,DRI,Consumer Discretionary,Restaurants,2020-07-24,2020,0000940944-20-000046,dri-202010xk.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000940944\000094094420000046\dri-202010xk.htm
0001561550,DDOG,Information Technology,Application Software,2026-02-18,2026,0001628280-26-008819,ddog-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001561550\000162828026008819\ddog-20251231.htm
0001561550,DDOG,Information Technology,Application Software,2025-02-20,2025,0001561550-25-000025,ddog-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001561550\000156155025000025\ddog-20241231.htm
0001561550,DDOG,Information Technology,Application Software,2024-02-23,2024,0001561550-24-000009,ddog-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001561550\000156155024000009\ddog-20231231.htm
0001561550,DDOG,Information Technology,Application Software,2023-02-24,2023,0001561550-23-000006,ddog-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001561550\000156155023000006\ddog-20221231.htm
0001561550,DDOG,Information Technology,Application Software,2022-02-25,2022,0001561550-22-000009,ddog-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001561550\000156155022000009\ddog-20211231.htm
0000927066,DVA,Health Care,Health Care Services,2026-02-11,2026,0000927066-26-000012,dva-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706626000012\dva-20251231.htm
0000927066,DVA,Health Care,Health Care Services,2025-02-13,2025,0000927066-25-000012,dva-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706625000012\dva-20241231.htm
0000927066,DVA,Health Care,Health Care Services,2024-02-14,2024,0000927066-24-000013,dva-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706624000013\dva-20231231.htm
0000927066,DVA,Health Care,Health Care Services,2023-02-22,2023,0000927066-23-000011,dva-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706623000011\dva-20221231.htm
0000927066,DVA,Health Care,Health Care Services,2022-02-11,2022,0000927066-22-000012,dva-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706622000012\dva-20211231.htm
0000927066,DVA,Health Care,Health Care Services,2021-02-12,2021,0000927066-21-000008,dva-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927066\000092706621000008\dva-20201231.htm
0000910521,DECK,Consumer Discretionary,Footwear,2025-05-23,2025,0000910521-25-000017,deck-20250331.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052125000017\deck-20250331.htm
0000910521,DECK,Consumer Discretionary,Footwear,2024-05-24,2024,0000910521-24-000017,deck-20240331.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052124000017\deck-20240331.htm
0000910521,DECK,Consumer Discretionary,Footwear,2023-05-26,2023,0000910521-23-000016,deck-20230331.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052123000016\deck-20230331.htm
0000910521,DECK,Consumer Discretionary,Footwear,2022-05-27,2022,0000910521-22-000017,deck-20220331.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052122000017\deck-20220331.htm
0000910521,DECK,Consumer Discretionary,Footwear,2021-05-28,2021,0000910521-21-000017,deck-20210331.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052121000017\deck-20210331.htm
0000910521,DECK,Consumer Discretionary,Footwear,2020-06-01,2020,0000910521-20-000016,deck331202010-k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000910521\000091052120000016\deck331202010-k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2025-12-18,2025,0001104659-25-122321,de-20251102x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000110465925122321\de-20251102x10k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2024-12-12,2024,0001558370-24-016169,de-20241027x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000155837024016169\de-20241027x10k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2023-12-15,2023,0001558370-23-019812,de-20231029x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000155837023019812\de-20231029x10k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2022-12-15,2022,0001558370-22-018703,de-20221030x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000155837022018703\de-20221030x10k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2021-12-16,2021,0001558370-21-016864,de-20211031x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000155837021016864\de-20211031x10k.htm
0000315189,DE,Industrials,Agricultural & Farm Machinery,2020-12-17,2020,0001558370-20-014436,de-20201101x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000315189\000155837020014436\de-20201101x10k.htm
0001571996,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",2026-03-16,2026,0001571996-26-000008,dell-20260130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001571996\000157199626000008\dell-20260130.htm
0001571996,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",2025-03-25,2025,0001571996-25-000034,dell-20250131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001571996\000157199625000034\dell-20250131.htm
0001571996,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",2024-03-25,2024,0001571996-24-000036,dell-20240202.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001571996\000157199624000036\dell-20240202.htm
0001571996,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",2023-03-30,2023,0001571996-23-000007,dell-20230203.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001571996\000157199623000007\dell-20230203.htm
0001571996,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",2022-03-24,2022,0001571996-22-000009,dell-20220128.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001571996\000157199622000009\dell-20220128.htm
